sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
3,2023-12-28 13:45:00,2,0.87,0.96,0.2,93.21
3,2024-01-07 16:45:00,2,0.87,0.16,0.9,76.72
3,2023-12-28 05:30:00,0,0.93,0.47,0.33,53.69
3,2023-09-16 03:30:00,0,1.16,0.16,0.88,92.62
1,2024-02-21 15:15:00,2,1.27,0.72,0.97,71.54
4,2023-11-01 05:00:00,1,1.06,0.29,0.29,11.43
2,2024-02-08 04:30:00,2,0.97,0.92,0.56,67.17
3,2023-12-13 11:00:00,2,0.73,0.35,0.71,88.77
1,2023-12-02 05:30:00,0,0.75,0.89,0.64,76.49
3,2023-12-19 15:00:00,2,1.37,0.24,0.79,3.43
3,2024-02-12 04:45:00,0,0.67,0.83,0.13,63.18
4,2023-12-25 11:45:00,1,0.84,0.94,0.14,95.2
2,2023-12-28 08:15:00,0,1.2,0.68,0.87,81.93
4,2023-12-09 09:15:00,1,0.94,0.28,0.7,39.53
1,2024-02-24 12:15:00,1,1.04,0.56,0.21,99.59
4,2024-01-19 07:15:00,2,0.97,0.96,0.3,75.84
4,2023-12-26 09:45:00,0,1.14,0.73,0.12,50.62
4,2024-01-17 03:45:00,0,1.04,0.12,0.43,7.9
3,2023-09-26 09:00:00,1,1.08,0.14,0.22,87.35
1,2023-11-27 22:30:00,1,0.61,0.08,0.48,48.08
1,2023-12-01 02:15:00,0,1.3,0.06,0.3,93.02
1,2024-02-12 01:15:00,0,1.28,0.24,0.82,32.15
3,2023-10-20 13:45:00,0,0.74,0.96,1.0,93.62
4,2024-01-16 18:15:00,1,0.67,0.14,0.69,25.94
1,2023-11-13 05:30:00,1,1.03,0.63,0.36,5.74
2,2024-01-28 23:00:00,1,1.17,0.51,0.63,53.06
4,2023-09-19 13:15:00,1,0.96,0.63,0.14,14.25
1,2023-10-20 04:30:00,1,0.98,0.64,0.93,56.24
2,2024-02-29 14:45:00,0,0.7,0.77,0.73,51.79
3,2024-01-04 20:30:00,0,0.9,0.34,0.93,39.06
4,2023-10-06 16:30:00,0,0.95,0.14,0.31,17.6
3,2023-12-26 14:30:00,2,1.03,0.54,0.35,37.34
3,2023-12-20 08:45:00,2,1.39,0.95,0.2,33.2
2,2024-03-15 10:15:00,0,0.96,0.62,0.74,74.41
3,2024-01-28 17:15:00,1,1.3,0.98,0.85,58.09
4,2023-10-10 21:30:00,1,0.81,0.68,0.66,14.62
4,2024-02-09 08:45:00,0,0.69,0.56,0.72,61.61
4,2024-02-16 05:30:00,1,0.94,0.39,0.87,59.09
2,2023-10-31 01:15:00,2,0.68,0.47,0.4,10.78
3,2023-12-16 06:15:00,0,0.73,0.04,0.03,37.05
4,2024-03-04 19:45:00,2,1.33,0.21,0.22,22.2
2,2023-12-22 16:00:00,0,0.98,0.13,0.16,25.52
2,2023-10-15 10:00:00,2,0.63,0.51,0.46,98.9
2,2023-09-11 05:30:00,0,0.79,0.09,0.01,61.61
4,2024-01-25 05:15:00,0,1.25,0.36,0.79,8.68
4,2024-01-20 23:30:00,0,0.96,0.9,0.47,85.85
3,2023-10-13 08:30:00,2,0.81,0.07,0.87,2.51
3,2023-12-31 08:30:00,2,1.28,0.88,0.84,22.38
3,2023-11-29 12:30:00,1,0.61,0.36,0.26,49.15
4,2023-10-11 12:30:00,2,1.01,0.79,0.67,0.78
2,2024-02-14 08:00:00,2,0.75,0.61,0.8,32.17
1,2023-11-14 22:45:00,0,0.6,0.55,0.09,92.1
3,2024-01-17 03:15:00,0,0.7,0.3,0.73,88.42
2,2023-11-07 02:30:00,0,0.72,0.28,0.71,20.4
2,2024-03-20 17:45:00,1,1.39,0.62,0.94,86.9
4,2023-12-03 03:15:00,2,0.63,0.36,0.82,24.63
4,2023-09-24 17:30:00,1,0.97,0.07,0.37,42.06
1,2023-09-17 13:30:00,1,0.88,0.79,0.94,1.44
2,2023-10-22 04:15:00,0,1.01,0.87,0.81,49.39
3,2024-01-10 16:45:00,2,0.65,0.95,0.13,64.92
2,2024-02-02 01:00:00,0,1.16,0.62,0.73,32.48
4,2023-10-22 14:15:00,2,0.69,0.8,0.14,11.89
2,2023-10-27 19:00:00,2,1.13,0.46,0.8,54.87
4,2024-03-25 03:15:00,2,1.11,0.33,0.66,80.45
3,2023-12-13 00:30:00,0,0.89,0.1,0.53,8.2
3,2023-11-19 04:30:00,1,1.38,0.46,0.79,7.19
2,2023-09-02 10:30:00,2,0.93,0.71,0.81,53.21
2,2023-09-08 18:30:00,2,0.97,0.63,0.42,76.54
3,2023-11-23 22:00:00,2,1.0,0.81,0.88,24.74
1,2024-02-17 22:45:00,1,1.29,0.93,0.13,7.04
2,2023-11-13 22:15:00,2,0.75,0.72,0.56,6.65
3,2024-02-13 11:15:00,0,0.7,0.75,0.66,6.14
3,2023-10-14 18:15:00,1,0.64,0.96,0.57,59.4
1,2024-02-16 10:30:00,0,1.36,0.62,0.41,22.88
4,2023-09-05 22:30:00,2,0.9,0.02,0.7,24.6
1,2023-10-11 09:30:00,1,1.12,0.12,0.05,22.33
3,2024-02-09 13:15:00,0,1.09,0.12,0.53,93.08
2,2023-12-29 09:00:00,1,1.02,0.33,0.58,76.5
3,2023-11-02 09:15:00,1,1.09,0.9,0.74,99.5
1,2023-12-11 06:15:00,1,1.27,0.48,0.47,98.3
3,2023-11-25 11:30:00,2,1.02,0.79,0.27,29.67
4,2023-11-12 15:45:00,0,0.85,0.43,0.6,27.72
4,2023-12-07 19:15:00,1,1.16,0.47,0.73,67.82
3,2023-12-13 07:30:00,0,0.88,0.39,0.7,63.32
3,2023-12-18 14:00:00,2,0.89,0.75,0.34,45.91
4,2024-01-07 18:15:00,2,0.77,0.95,0.26,60.08
3,2024-01-08 19:15:00,0,0.85,0.31,0.75,94.5
2,2023-10-24 04:45:00,2,0.71,0.36,0.14,78.63
4,2023-09-24 18:30:00,0,1.13,0.11,0.64,42.8
1,2024-02-25 18:15:00,2,1.04,0.91,0.43,86.62
4,2023-11-27 00:45:00,0,1.24,0.83,0.67,61.65
2,2024-03-04 06:15:00,1,1.1,0.67,0.24,91.11
3,2024-02-23 17:30:00,1,0.93,0.29,0.59,72.22
3,2024-02-12 16:45:00,2,1.28,0.87,0.43,81.56
3,2024-02-24 23:15:00,0,0.97,0.47,0.54,93.17
2,2023-09-23 09:15:00,0,0.75,0.43,0.83,26.65
3,2024-02-08 01:00:00,1,1.32,0.09,0.77,44.59
4,2023-12-08 12:30:00,0,0.78,0.24,0.71,91.25
2,2024-02-27 23:30:00,0,1.15,0.18,0.43,69.6
4,2024-01-28 20:00:00,1,1.0,0.2,0.02,17.94
1,2023-09-09 23:45:00,1,1.24,0.33,0.24,12.12
2,2023-10-23 05:30:00,2,0.93,0.14,0.0,91.31
3,2024-03-21 12:00:00,1,0.87,0.24,0.51,96.51
4,2023-12-17 09:30:00,1,1.1,0.3,0.23,14.75
2,2024-02-08 09:15:00,2,0.84,0.65,0.73,94.66
1,2024-03-12 19:30:00,2,1.05,0.47,0.18,57.08
3,2024-02-27 17:30:00,2,0.96,0.57,0.17,99.31
3,2024-01-22 16:45:00,2,1.08,0.01,0.27,46.76
3,2023-10-31 12:30:00,1,0.68,0.47,0.53,17.99
4,2023-12-29 19:00:00,0,0.62,0.8,0.28,40.38
3,2024-02-29 03:15:00,1,0.69,0.86,0.49,13.5
2,2024-01-18 21:45:00,0,0.92,0.93,0.86,63.92
2,2023-10-12 13:30:00,2,1.33,0.63,0.86,36.78
4,2023-09-30 12:45:00,0,1.18,0.13,0.22,77.92
1,2023-12-11 08:00:00,1,0.73,0.63,0.87,11.23
2,2024-02-01 04:30:00,2,0.64,0.95,0.91,66.73
2,2023-11-01 02:45:00,1,0.94,0.78,0.2,76.24
2,2024-03-20 22:00:00,0,0.76,0.44,0.34,82.3
2,2024-01-31 08:30:00,0,1.16,0.62,0.04,2.6
1,2024-03-01 07:15:00,1,1.34,0.64,0.55,62.36
2,2024-02-09 09:45:00,0,1.05,0.1,0.01,89.26
4,2023-09-05 04:15:00,2,1.12,0.54,0.53,92.23
2,2023-09-11 23:30:00,0,0.81,0.12,0.45,90.31
4,2023-11-26 10:45:00,1,1.34,0.24,0.95,75.14
3,2024-01-13 18:00:00,1,1.08,0.84,0.15,83.62
1,2024-01-19 03:00:00,2,1.11,0.39,0.69,74.35
1,2024-03-02 15:15:00,0,0.96,0.35,0.7,27.43
2,2024-03-24 16:15:00,1,1.27,0.36,0.97,75.09
1,2024-03-26 22:00:00,1,0.92,0.7,0.85,92.32
4,2023-12-01 11:45:00,1,1.33,0.87,0.43,23.18
4,2024-02-28 11:00:00,0,0.68,0.79,0.93,81.9
2,2024-02-17 01:30:00,2,0.92,0.65,0.28,84.77
3,2023-12-29 16:00:00,0,0.82,0.78,0.96,69.92
3,2023-12-31 07:30:00,2,1.39,0.13,0.39,45.1
4,2023-10-07 20:00:00,1,0.99,0.68,0.77,16.71
4,2023-11-07 15:00:00,1,0.71,0.9,0.8,29.13
2,2023-11-09 18:15:00,2,1.14,0.05,0.58,44.95
3,2024-03-24 05:00:00,0,1.39,0.74,0.94,10.72
4,2023-11-21 13:15:00,1,1.04,0.89,0.04,20.7
3,2023-11-17 09:30:00,2,0.94,0.89,0.62,81.56
3,2023-10-19 19:30:00,0,1.39,0.39,0.93,2.19
2,2024-01-20 20:30:00,0,1.05,0.24,0.07,47.2
4,2023-11-16 19:15:00,2,0.75,0.19,0.51,12.19
1,2023-10-07 13:45:00,1,0.83,0.4,0.6,23.06
4,2024-03-09 16:15:00,1,0.95,0.3,0.39,61.23
1,2024-01-09 18:00:00,0,0.87,0.8,0.05,38.63
2,2024-03-16 04:15:00,0,1.12,0.39,0.95,2.41
4,2023-12-27 10:30:00,1,1.27,0.37,0.32,76.21
2,2024-01-19 14:45:00,2,1.39,0.2,0.75,4.33
1,2024-01-30 01:30:00,2,1.2,0.54,0.76,51.96
2,2023-11-25 03:15:00,2,0.61,0.13,0.12,85.58
3,2024-01-12 17:15:00,1,1.27,0.97,0.53,71.17
2,2023-11-05 02:00:00,1,1.14,0.21,0.92,62.94
2,2023-09-25 13:15:00,1,0.7,0.73,0.92,87.16
2,2024-01-13 12:30:00,1,0.92,0.97,0.35,55.12
2,2023-09-08 13:15:00,0,1.02,0.49,0.39,12.68
3,2023-12-14 23:45:00,1,0.6,0.98,0.74,74.59
2,2023-10-11 00:15:00,0,1.34,0.06,0.73,71.51
4,2023-10-14 10:45:00,1,0.99,0.7,0.44,65.31
1,2024-01-25 09:15:00,2,1.33,0.75,0.82,18.99
4,2023-09-21 13:45:00,2,1.11,0.14,0.58,96.9
2,2023-11-09 02:00:00,0,1.14,0.23,0.7,72.37
4,2023-11-07 23:45:00,2,0.72,0.54,0.22,58.42
2,2024-01-26 02:45:00,2,1.36,0.67,0.12,19.2
2,2023-12-21 10:30:00,0,1.4,0.96,0.53,42.81
2,2024-01-24 04:00:00,1,1.04,0.03,0.66,71.14
2,2024-03-18 22:15:00,2,0.65,0.81,0.47,4.75
2,2024-03-02 09:15:00,2,1.2,0.32,0.97,85.19
3,2024-03-18 21:45:00,1,1.2,0.58,0.19,89.55
4,2024-01-28 20:30:00,0,1.4,0.52,0.29,46.76
1,2023-11-14 21:45:00,0,0.93,0.16,0.27,32.74
2,2023-11-04 10:00:00,0,0.74,0.92,0.8,12.09
2,2023-11-12 08:45:00,1,0.7,0.81,0.32,7.32
4,2024-02-14 16:00:00,2,1.05,0.93,0.46,47.27
3,2024-03-22 21:30:00,2,1.26,0.56,0.91,78.61
1,2024-03-24 02:30:00,1,0.95,0.31,0.39,31.97
1,2023-10-24 17:15:00,1,0.96,0.17,0.15,27.53
3,2023-12-24 13:15:00,2,1.09,0.88,0.15,4.93
2,2024-03-19 17:15:00,2,1.03,0.53,0.35,14.66
3,2023-11-19 02:00:00,2,1.19,0.35,0.98,5.94
4,2024-03-13 00:45:00,2,0.93,0.8,0.72,30.0
4,2024-01-20 03:00:00,0,0.73,0.74,0.34,68.83
2,2024-03-26 13:15:00,0,0.72,0.49,0.03,20.64
2,2023-09-03 09:15:00,0,0.83,0.98,1.0,67.41
4,2024-03-21 05:30:00,2,1.05,0.11,0.02,44.49
2,2024-02-26 16:00:00,2,1.35,0.22,0.42,34.15
2,2023-12-08 18:15:00,1,1.05,0.65,0.67,76.86
2,2023-12-22 11:45:00,0,1.03,0.33,0.1,84.48
3,2024-03-09 09:30:00,2,1.37,0.52,0.37,73.98
2,2023-11-02 07:15:00,1,0.84,0.64,0.08,33.07
1,2023-11-13 09:30:00,1,0.97,0.43,0.58,56.13
2,2024-02-17 09:45:00,0,0.72,0.91,0.51,76.14
1,2023-10-17 19:30:00,2,0.72,0.53,0.39,41.31
4,2023-09-22 16:30:00,2,0.76,0.95,0.78,93.68
3,2023-11-09 10:45:00,1,1.11,0.87,0.34,71.08
4,2024-03-04 05:30:00,1,1.25,0.27,0.3,70.94
2,2023-10-22 04:00:00,0,1.35,0.25,0.29,29.02
3,2023-10-08 01:15:00,0,0.98,0.68,0.8,29.65
3,2023-10-13 20:15:00,2,1.22,0.67,0.65,32.37
3,2023-12-15 01:00:00,2,0.69,0.85,0.92,4.08
4,2023-12-11 02:15:00,1,0.61,0.3,0.11,48.72
2,2024-01-09 16:00:00,1,1.3,0.88,0.02,58.9
2,2024-01-13 05:00:00,2,1.16,0.54,0.46,97.71
3,2023-10-22 09:15:00,2,0.63,0.63,1.0,78.95
3,2023-12-15 22:15:00,2,0.86,0.3,0.39,41.12
4,2023-12-14 05:30:00,2,0.84,0.52,0.88,8.05
3,2023-09-15 03:15:00,1,0.96,0.31,0.81,82.26
4,2023-11-04 22:45:00,1,0.86,0.58,0.42,95.06
3,2024-03-14 17:30:00,1,0.82,0.9,0.33,33.42
3,2023-12-15 07:00:00,2,0.81,0.73,0.61,90.39
3,2023-11-09 14:30:00,2,0.62,0.28,0.57,44.86
4,2023-11-30 21:15:00,0,0.9,0.2,0.06,25.55
2,2023-12-15 20:00:00,2,1.38,0.07,0.12,23.35
1,2023-12-29 03:00:00,0,0.7,0.98,0.39,18.69
2,2023-09-18 13:30:00,2,1.29,0.63,0.96,75.49
3,2024-02-05 03:45:00,1,0.94,0.7,0.59,64.59
2,2023-12-21 15:15:00,1,0.67,0.77,0.35,74.5
4,2024-01-27 12:15:00,0,0.75,0.87,0.46,96.07
4,2024-02-23 10:00:00,2,1.03,0.66,0.94,2.04
2,2024-01-03 06:30:00,0,1.01,0.62,0.01,64.28
4,2023-11-15 16:30:00,1,0.81,0.92,0.31,51.85
2,2023-09-30 22:45:00,0,0.73,0.54,0.42,70.45
3,2024-03-01 02:15:00,0,0.83,0.65,0.67,93.16
1,2024-03-15 11:30:00,0,0.78,0.33,0.09,53.43
2,2023-10-18 16:45:00,2,1.08,0.48,0.97,70.9
4,2024-03-21 17:00:00,0,0.93,0.01,0.61,16.38
2,2023-11-06 06:30:00,0,0.79,0.86,0.56,64.45
2,2023-10-16 00:45:00,1,0.73,0.95,0.71,75.0
3,2023-09-21 16:30:00,0,0.94,0.41,0.95,83.6
3,2023-11-09 16:00:00,2,0.94,0.75,0.07,84.22
4,2023-09-08 23:00:00,2,0.8,0.1,0.21,0.1
3,2024-01-15 02:15:00,0,0.79,0.99,0.83,7.04
4,2024-02-19 11:00:00,0,1.11,0.22,0.77,84.47
2,2024-02-16 20:30:00,2,1.16,0.56,0.14,57.76
3,2023-10-27 22:45:00,0,1.16,0.22,0.43,54.37
2,2023-11-16 05:00:00,1,0.91,0.92,0.85,18.16
4,2023-09-02 21:00:00,0,0.83,0.24,0.83,49.11
1,2024-02-23 13:30:00,0,1.13,0.14,0.06,17.7
4,2023-10-04 19:45:00,2,0.6,0.16,0.45,30.02
2,2023-09-06 12:15:00,1,0.61,0.31,0.64,81.75
2,2024-01-26 22:00:00,1,0.89,0.54,0.13,36.77
1,2023-10-04 09:30:00,0,1.07,0.67,0.38,45.72
3,2023-11-24 20:30:00,0,1.28,0.17,0.71,97.12
3,2024-01-16 09:00:00,1,1.03,0.15,0.55,68.1
2,2024-01-14 19:15:00,2,0.84,0.48,0.59,15.99
3,2023-10-17 23:45:00,0,0.9,0.5,0.92,5.68
2,2023-12-20 23:45:00,1,1.29,0.71,0.42,16.68
3,2024-03-14 09:15:00,1,1.17,0.42,0.22,88.64
4,2024-01-02 15:30:00,1,0.97,0.76,0.25,58.45
2,2023-11-26 13:15:00,0,0.98,0.3,0.2,96.98
4,2024-03-26 14:30:00,0,0.9,0.8,0.41,77.18
3,2023-12-23 22:30:00,1,1.12,0.32,0.27,86.88
4,2024-02-20 13:30:00,2,0.88,0.67,0.37,51.02
4,2023-11-01 15:15:00,1,1.08,0.71,0.97,62.11
4,2024-01-08 19:45:00,0,0.6,0.97,0.29,9.89
1,2023-11-26 12:30:00,1,0.84,0.45,0.31,57.04
1,2024-03-21 01:15:00,1,1.35,0.26,0.83,57.38
3,2024-02-02 13:30:00,2,1.14,0.15,0.69,65.98
2,2023-09-21 17:00:00,1,1.19,0.62,0.32,15.25
4,2023-10-29 13:45:00,1,1.31,0.54,0.95,31.92
2,2023-10-12 04:00:00,1,1.38,0.88,0.33,45.87
2,2023-10-20 22:15:00,0,1.07,0.28,0.52,46.41
4,2023-12-22 02:15:00,2,0.64,0.88,0.92,83.54
4,2023-12-23 01:00:00,0,0.66,0.05,0.52,73.88
3,2023-09-26 06:30:00,1,1.37,0.16,0.77,39.83
4,2023-09-16 22:00:00,1,1.05,0.29,0.05,31.65
1,2023-11-30 09:15:00,1,0.75,0.8,0.4,1.71
3,2024-03-11 03:45:00,1,0.81,0.54,0.27,6.19
3,2023-11-21 03:00:00,0,1.29,0.92,0.59,83.22
3,2024-02-06 08:00:00,0,0.92,0.1,0.01,55.58
3,2023-09-02 00:45:00,0,0.92,0.67,0.22,16.09
2,2023-10-07 10:15:00,2,0.76,0.22,0.65,3.15
4,2023-12-21 07:15:00,0,1.21,0.0,0.22,92.28
1,2023-10-15 01:15:00,0,0.61,0.94,0.85,18.74
1,2023-12-28 20:15:00,0,1.05,0.09,0.97,92.14
4,2023-09-27 01:45:00,2,1.23,0.16,0.34,95.18
3,2024-01-05 08:30:00,0,0.96,0.31,0.37,18.57
2,2024-01-20 02:15:00,0,0.9,0.01,0.06,32.39
3,2023-09-03 01:00:00,0,1.27,0.97,0.98,90.4
3,2024-02-07 14:30:00,0,1.32,0.59,0.76,87.86
3,2023-12-13 14:15:00,2,1.29,0.09,0.38,7.69
2,2024-03-06 14:45:00,1,0.99,0.27,0.28,83.06
1,2023-10-15 04:45:00,2,1.39,0.93,0.55,6.22
2,2024-01-22 00:00:00,2,1.1,0.59,0.55,31.59
4,2023-10-08 08:15:00,0,0.72,0.19,0.74,38.59
3,2023-12-03 23:30:00,0,1.0,0.89,0.13,78.06
2,2024-01-26 09:30:00,0,1.34,0.85,0.7,46.92
4,2023-11-24 18:45:00,0,1.17,0.93,0.78,38.7
1,2024-01-13 06:30:00,2,0.77,0.56,0.66,99.47
3,2024-02-18 02:15:00,0,0.98,0.07,0.2,3.36
4,2023-09-03 12:45:00,1,1.34,0.22,0.67,72.52
4,2023-09-16 09:30:00,2,1.17,0.58,0.34,85.39
3,2023-11-22 13:00:00,2,0.9,0.73,0.2,76.79
2,2023-09-18 03:30:00,0,1.38,0.01,0.65,26.81
3,2023-10-09 20:45:00,2,1.2,0.66,0.06,4.13
1,2024-02-15 06:15:00,1,0.91,0.61,0.99,9.76
4,2023-09-27 10:15:00,1,1.14,0.23,0.96,4.65
1,2024-03-13 13:15:00,1,0.84,0.87,0.72,76.53
4,2024-01-18 21:15:00,1,1.26,0.24,0.02,43.91
1,2023-11-19 01:00:00,0,0.95,0.4,0.32,26.92
1,2024-03-03 02:30:00,2,0.82,0.26,0.26,89.98
4,2023-09-16 06:15:00,1,0.67,0.33,0.76,39.0
3,2023-09-19 05:15:00,2,1.14,0.04,0.12,79.01
3,2023-09-11 20:30:00,1,1.07,0.07,0.98,66.25
3,2023-12-17 08:30:00,1,0.99,0.69,0.27,22.34
2,2023-12-14 16:30:00,0,0.78,0.57,0.06,85.37
4,2023-10-06 13:15:00,0,1.13,0.43,0.39,68.17
3,2024-01-16 23:15:00,0,1.17,0.21,0.98,13.84
1,2024-02-28 14:15:00,1,1.21,0.04,0.16,26.94
3,2024-02-27 06:00:00,1,0.92,0.98,0.43,4.97
2,2024-01-02 11:45:00,0,0.76,0.28,0.53,66.13
2,2023-12-17 10:15:00,1,0.99,0.51,0.72,51.85
1,2023-11-06 00:15:00,1,1.4,0.22,0.55,57.54
2,2024-02-19 05:00:00,2,1.18,0.6,0.72,84.88
2,2024-03-11 21:15:00,0,0.7,0.65,1.0,4.01
4,2023-12-16 09:30:00,1,1.17,0.81,0.04,9.47
3,2024-02-03 04:45:00,0,1.08,0.75,0.41,60.94
4,2023-12-29 19:15:00,0,0.79,0.45,0.02,15.06
3,2023-10-03 15:45:00,2,1.12,0.6,0.92,96.58
1,2023-09-27 07:45:00,1,1.39,0.57,0.15,72.65
1,2023-10-30 17:00:00,1,0.93,0.56,0.11,20.18
1,2024-01-24 09:00:00,1,0.9,0.32,0.91,68.94
4,2024-01-24 03:45:00,2,0.77,0.46,0.11,5.42
3,2023-10-03 01:45:00,1,1.04,0.68,0.25,30.43
3,2023-11-22 12:15:00,2,1.17,0.82,0.71,85.13
2,2023-11-28 08:00:00,0,0.83,0.62,0.36,65.56
2,2023-09-27 06:00:00,0,0.65,0.04,0.54,76.76
4,2024-03-03 03:30:00,1,0.64,0.65,0.61,33.14
4,2023-11-15 07:00:00,1,0.82,0.49,0.81,54.0
3,2023-12-27 18:00:00,0,1.22,0.59,0.84,50.62
1,2024-01-28 15:45:00,1,1.25,0.0,0.71,99.75
1,2023-12-12 08:00:00,0,0.6,0.5,0.26,71.8
3,2023-11-06 10:00:00,1,1.32,0.33,0.61,39.53
3,2024-01-24 15:00:00,1,1.19,0.15,0.07,77.58
3,2023-12-24 16:00:00,2,1.09,0.76,0.99,25.68
1,2023-11-12 22:00:00,1,0.68,0.45,0.3,29.17
2,2024-01-14 14:15:00,2,0.68,0.81,0.76,26.81
3,2024-02-06 09:45:00,2,0.9,0.33,0.55,13.15
3,2023-09-30 09:15:00,0,0.93,0.46,0.86,90.35
3,2024-02-12 00:45:00,2,1.02,0.32,0.1,67.28
1,2023-09-07 08:15:00,0,1.16,0.78,0.93,41.72
2,2023-11-04 12:15:00,0,1.17,0.99,0.89,56.06
2,2023-10-29 23:15:00,0,1.23,0.01,0.52,3.7
4,2024-03-19 05:45:00,0,0.84,0.86,0.59,76.22
4,2024-02-29 18:45:00,2,0.79,0.2,0.63,26.31
3,2023-12-21 07:45:00,1,0.94,0.0,0.54,0.96
2,2023-10-29 17:30:00,0,0.77,0.8,0.18,42.69
1,2024-01-02 22:30:00,0,1.31,0.48,0.4,37.33
1,2024-01-03 20:30:00,1,0.83,0.76,0.12,49.45
4,2023-09-08 16:00:00,0,1.21,0.49,0.55,91.61
4,2023-11-12 08:15:00,1,1.32,0.28,0.45,23.56
2,2024-03-12 21:45:00,1,0.82,0.34,0.15,0.71
4,2023-09-20 08:00:00,1,1.24,0.04,0.63,98.25
4,2024-02-25 15:30:00,2,1.25,0.35,0.6,72.18
4,2023-11-05 09:15:00,1,0.72,0.67,0.04,87.6
4,2023-11-02 04:45:00,2,1.09,0.01,0.15,64.01
3,2023-11-03 19:45:00,2,1.24,0.55,0.57,9.29
3,2023-09-17 03:00:00,2,0.82,0.07,0.79,55.69
2,2024-03-13 12:30:00,0,0.72,0.42,0.37,21.21
1,2024-01-20 14:45:00,1,0.8,0.05,0.32,3.39
3,2023-10-08 23:30:00,2,1.11,0.34,0.54,74.49
3,2023-09-28 00:45:00,2,0.79,0.46,0.96,4.21
1,2023-11-10 15:30:00,2,1.34,0.1,0.43,15.72
4,2023-11-19 17:00:00,2,1.38,0.24,0.54,54.79
2,2023-11-17 09:15:00,0,0.64,0.25,0.47,13.66
2,2023-11-20 01:15:00,0,1.08,0.01,0.89,91.22
1,2023-10-23 03:30:00,2,0.64,0.93,0.48,79.93
3,2023-12-30 08:15:00,1,1.31,0.49,0.88,85.84
1,2023-09-19 17:00:00,1,1.1,0.95,0.41,2.26
1,2024-02-15 22:00:00,0,0.88,0.28,0.95,41.02
4,2023-12-23 12:30:00,2,0.84,0.98,0.59,19.3
3,2023-09-10 16:15:00,1,0.72,0.27,0.66,12.09
1,2024-01-07 03:15:00,2,1.03,0.29,0.29,49.58
4,2023-09-15 06:30:00,1,1.37,0.91,0.55,67.08
1,2024-01-16 23:00:00,2,1.12,0.53,0.19,50.03
4,2023-09-29 18:15:00,1,0.72,0.54,0.98,70.7
2,2023-09-03 07:30:00,2,0.87,0.57,0.64,82.17
4,2024-02-17 20:15:00,0,1.36,0.57,0.84,28.75
1,2024-02-07 02:15:00,1,1.13,0.51,0.34,65.12
1,2023-09-17 07:00:00,0,0.86,0.11,0.08,86.96
2,2023-12-07 19:00:00,2,1.37,0.27,0.2,46.98
3,2024-02-13 09:30:00,2,0.89,0.84,0.25,44.93
2,2024-02-02 07:15:00,1,1.12,0.78,0.53,66.88
3,2023-11-19 03:30:00,1,1.24,0.25,0.93,69.1
1,2024-03-06 19:30:00,0,0.94,0.29,0.33,90.81
1,2023-10-20 23:30:00,1,1.23,0.48,0.19,69.15
3,2024-01-06 22:30:00,1,0.95,0.65,0.5,83.9
2,2024-01-03 17:45:00,0,0.9,0.24,0.44,99.43
1,2024-01-13 10:15:00,0,0.85,0.05,0.03,86.61
2,2023-09-29 08:30:00,1,0.72,0.46,0.74,53.86
2,2023-10-17 19:15:00,0,0.72,0.66,0.78,11.91
2,2023-12-14 13:45:00,0,0.69,0.47,0.44,27.64
4,2023-12-04 13:30:00,1,1.34,0.11,0.53,33.28
1,2023-09-29 14:00:00,2,1.0,0.58,0.85,80.75
4,2023-09-23 00:45:00,0,0.65,0.82,0.26,50.65
3,2023-09-15 11:15:00,0,1.28,0.73,0.45,52.86
4,2023-12-16 01:45:00,1,1.07,0.61,0.35,90.3
1,2023-12-11 23:45:00,0,1.04,0.77,0.4,24.99
1,2023-11-18 09:45:00,2,0.92,0.12,0.9,30.55
3,2024-01-11 16:15:00,2,0.92,0.17,0.54,12.21
1,2023-12-21 15:45:00,1,0.73,0.56,0.3,61.94
2,2023-11-08 14:15:00,2,0.85,0.08,0.89,10.56
3,2024-01-24 10:15:00,2,0.82,0.63,0.91,96.46
4,2024-02-13 20:00:00,1,1.13,0.27,0.39,54.76
3,2023-09-02 17:45:00,1,1.0,0.9,0.62,0.75
1,2023-10-25 19:45:00,0,0.88,0.77,0.54,62.95
2,2023-10-01 18:30:00,1,1.03,0.04,0.26,78.62
1,2024-02-01 03:00:00,2,1.16,0.41,0.72,56.07
4,2023-10-12 12:00:00,1,0.97,0.67,0.7,69.98
2,2023-12-10 09:45:00,1,1.38,0.08,0.36,33.34
3,2023-10-05 22:00:00,0,0.69,0.96,0.27,53.83
1,2024-02-04 03:15:00,2,0.82,0.76,0.74,8.17
1,2024-01-01 14:15:00,2,1.2,0.41,0.47,76.97
2,2024-03-23 20:30:00,2,0.78,0.86,0.36,75.66
4,2023-11-10 13:15:00,0,0.94,0.13,0.35,73.69
3,2024-02-04 08:00:00,2,0.61,0.66,0.38,66.05
2,2024-03-12 03:00:00,0,0.78,0.95,0.43,6.75
3,2024-03-25 07:30:00,1,1.29,0.07,0.86,4.08
2,2023-10-11 01:30:00,1,0.77,0.59,0.82,57.88
3,2023-11-11 09:00:00,1,1.35,0.41,0.84,88.6
2,2024-02-16 02:00:00,1,0.79,0.66,0.68,25.91
3,2023-12-05 00:15:00,0,0.87,0.84,0.57,64.41
4,2023-11-11 03:45:00,2,0.77,0.47,0.51,12.43
